umap1,umap2,sentiment,rating,main_category
-0.74265635,8.435672,neutral,3.0,Camera & Photo
0.43890467,5.6253247,positive,5.0,All Electronics
1.1373656,7.599347,negative,2.0,All Electronics
3.3706582,6.1679,neutral,3.0,All Electronics
2.5645533,5.432747,negative,2.0,Computers
-0.9608197,5.1521325,negative,1.0,Computers
-0.19386882,8.9717865,negative,1.0,Camera & Photo
2.539283,7.567507,neutral,3.0,Computers
3.963402,7.1000853,positive,4.0,Computers
0.11031853,6.477873,negative,2.0,Computers
1.7935699,5.857256,negative,1.0,Computers
0.8711026,7.3101964,positive,5.0,All Electronics
2.6895175,5.6937456,neutral,3.0,Home Audio & Theater
2.5314114,6.192705,neutral,3.0,Camera & Photo
-0.48171827,7.0335507,negative,1.0,Computers
2.7708678,3.171601,neutral,3.0,Cell Phones & Accessories
2.0980814,2.530962,positive,5.0,All Electronics
0.48885494,5.3566756,negative,2.0,Camera & Photo
2.5128586,2.797087,negative,1.0,All Electronics
-1.6700246,5.3758097,positive,5.0,All Electronics
0.19361036,3.196864,negative,1.0,All Electronics
1.7043188,4.6482873,neutral,3.0,Cell Phones & Accessories
9.584625,6.469686,positive,5.0,Camera & Photo
1.6638921,6.898382,negative,1.0,Amazon Devices
2.3762214,2.3018556,neutral,3.0,Cell Phones & Accessories
-2.7620585,6.701045,positive,5.0,Computers
-1.1812493,6.7264824,negative,1.0,Home Audio & Theater
1.0180601,8.374397,positive,5.0,All Electronics
1.0686315,4.367533,positive,5.0,All Electronics
1.3476644,8.03977,neutral,3.0,Amazon Home
1.804977,7.064738,neutral,3.0,Amazon Devices
0.3732216,4.241478,neutral,3.0,Cell Phones & Accessories
-3.56334,6.6940517,positive,5.0,Home Audio & Theater
-3.8505058,5.958685,negative,1.0,Amazon Devices
-1.3747166,8.085575,negative,2.0,Camera & Photo
-0.83638847,2.229432,negative,1.0,Amazon Devices
-3.9416308,6.3416796,neutral,3.0,Camera & Photo
1.9098153,5.6070094,positive,5.0,Computers
3.4864905,4.6120615,positive,5.0,Home Audio & Theater
-0.89375454,3.1086245,negative,1.0,Home Audio & Theater
0.7871697,4.1893315,neutral,3.0,Cell Phones & Accessories
2.605471,8.433741,positive,5.0,Computers
-1.4928678,4.0138016,positive,5.0,All Electronics
-1.0156,8.209754,negative,1.0,All Electronics
-0.99983376,4.9165893,positive,5.0,Computers
4.018853,7.3616624,positive,5.0,Camera & Photo
-3.5577588,6.8946724,positive,5.0,Computers
-1.545396,4.5616293,negative,1.0,All Electronics
0.8384177,8.297426,neutral,3.0,All Electronics
1.7037117,4.6081038,neutral,3.0,Amazon Devices
0.469439,6.8328695,positive,5.0,All Electronics
0.2585347,7.366794,negative,1.0,Computers
-0.7038471,9.128255,neutral,3.0,All Electronics
-0.7400962,6.602292,positive,5.0,Computers
-1.7313555,4.335021,negative,2.0,Home Audio & Theater
1.9813206,5.604278,negative,1.0,Home Audio & Theater
0.8453548,8.908837,negative,1.0,All Electronics
1.6570868,7.0311203,neutral,3.0,Amazon Devices
1.4536678,3.3597867,neutral,3.0,Computers
0.5581141,3.5886624,negative,2.0,Computers
1.3596213,5.2991314,negative,1.0,Computers
1.4195368,3.9593132,negative,1.0,Cell Phones & Accessories
3.2270806,2.2275314,neutral,3.0,All Electronics
2.5378325,2.31875,neutral,3.0,Computers
2.3911357,5.616416,positive,5.0,Computers
3.2846801,8.362872,negative,1.0,Computers
3.4245327,6.2855973,neutral,3.0,Amazon Home
-1.4921163,4.543567,negative,1.0,Industrial & Scientific
1.2513579,6.0230927,neutral,3.0,Camera & Photo
0.116390854,4.4765234,neutral,3.0,Amazon Devices
-0.8610824,5.1337237,negative,2.0,All Electronics
2.1848836,8.947934,negative,1.0,All Electronics
0.12495803,8.667153,neutral,3.0,Cell Phones & Accessories
1.36867,4.228207,positive,5.0,Camera & Photo
2.8627343,8.107488,positive,5.0,Computers
1.5349112,1.914791,positive,4.0,Camera & Photo
-3.9193459,6.567243,neutral,3.0,Computers
3.395531,8.070243,neutral,3.0,Camera & Photo
0.84870356,8.873911,negative,2.0,
9.5600605,6.404985,positive,5.0,
0.58833593,6.9906607,positive,5.0,All Electronics
1.0921836,7.5734267,neutral,3.0,All Electronics
1.0317285,5.8506727,negative,1.0,Computers
1.1652862,3.044121,negative,1.0,Amazon Devices
-3.8174279,6.513634,positive,4.0,Camera & Photo
0.45816958,5.6416073,negative,2.0,Computers
2.6870024,2.4715018,neutral,3.0,Home Audio & Theater
-1.4780594,6.1287136,negative,1.0,Computers
2.5526583,7.2718873,positive,5.0,Camera & Photo
2.8378613,5.5186296,positive,4.0,Computers
1.4124054,8.116669,neutral,3.0,Computers
1.8255872,4.0487986,positive,5.0,Cell Phones & Accessories
2.602626,7.6995173,neutral,3.0,
0.57026035,5.486811,negative,1.0,Computers
-0.9723855,4.8338156,positive,5.0,Computers
-1.2589165,6.3174243,negative,2.0,Computers
1.1779637,4.620987,neutral,3.0,Cell Phones & Accessories
4.0496764,4.864184,positive,4.0,Cell Phones & Accessories
3.9760706,7.0882382,negative,2.0,Camera & Photo
-1.1197681,8.428734,positive,5.0,Camera & Photo
-0.761488,6.5116673,neutral,3.0,All Electronics
2.7769074,8.463368,negative,1.0,All Electronics
-1.2385075,8.284319,negative,1.0,Camera & Photo
1.265907,1.2679758,positive,4.0,All Electronics
3.0701797,5.842762,neutral,3.0,Amazon Home
0.79990876,4.860253,negative,1.0,All Electronics
1.2321507,5.3242426,negative,1.0,All Electronics
-1.0693746,3.3170788,negative,1.0,Car Electronics
0.34387264,4.936109,neutral,3.0,Camera & Photo
-3.5798988,6.83609,positive,5.0,Home Audio & Theater
0.94901395,4.142903,negative,1.0,All Electronics
-0.8141685,4.8968215,neutral,3.0,All Electronics
-2.011337,4.2483354,positive,4.0,Home Audio & Theater
0.3448903,1.9341159,positive,4.0,Amazon Devices
0.44695035,5.9563804,neutral,3.0,Tools & Home Improvement
-2.146633,4.415534,positive,5.0,Camera & Photo
1.1595095,4.3210716,negative,2.0,Industrial & Scientific
-0.3568338,9.107187,negative,2.0,Camera & Photo
-3.40591,6.677931,positive,5.0,Home Audio & Theater
2.8087325,1.9248977,neutral,3.0,All Electronics
-3.7015808,5.675437,negative,2.0,Home Audio & Theater
-0.58826053,4.915291,neutral,3.0,Computers
3.2664957,2.3120084,negative,2.0,All Electronics
1.6033593,3.7202284,neutral,3.0,All Electronics
4.0734835,5.548515,negative,2.0,Sports & Outdoors
1.9106114,7.8625774,positive,5.0,All Electronics
2.6368296,1.8159058,neutral,3.0,All Electronics
3.9888096,5.00865,negative,1.0,All Electronics
-0.5314697,5.2333593,neutral,3.0,All Electronics
1.9575979,3.971087,positive,5.0,All Electronics
0.13731207,4.0409646,negative,1.0,All Electronics
0.98677623,1.4903514,positive,5.0,All Electronics
1.3976376,6.9488015,positive,5.0,Amazon Devices
-3.492337,6.8770857,positive,5.0,Home Audio & Theater
1.2991296,4.2702007,neutral,3.0,Cell Phones & Accessories
3.741351,7.151359,neutral,3.0,Camera & Photo
-0.56456965,6.0071573,neutral,3.0,Computers
-1.4733294,6.46167,neutral,3.0,Computers
1.8170502,1.8263099,neutral,3.0,All Electronics
3.0694606,2.2032113,neutral,3.0,All Electronics
2.489999,5.783425,positive,5.0,Amazon Devices
2.296665,5.741634,positive,5.0,All Electronics
-0.6158803,4.946133,neutral,3.0,Computers
0.6089866,2.4586658,neutral,3.0,Car Electronics
1.3623668,5.1463904,neutral,3.0,All Electronics
-1.2427346,5.997624,neutral,3.0,Computers
0.45004928,5.4806914,positive,5.0,Computers
1.6538663,3.2792454,negative,1.0,Home Audio & Theater
1.5203273,4.335352,neutral,3.0,All Electronics
2.5580347,1.8616835,positive,5.0,Musical Instruments
1.4392256,2.646935,neutral,3.0,Home Audio & Theater
-3.7835195,5.8368573,negative,1.0,Amazon Devices
1.3135144,7.7410765,negative,1.0,Computers
-1.4967046,6.3106456,positive,4.0,Computers
0.727511,5.5136595,neutral,3.0,All Electronics
-0.8307843,2.161796,negative,1.0,Amazon Devices
1.8954562,4.0357995,positive,5.0,All Electronics
4.070667,7.32,positive,5.0,Camera & Photo
2.18924,3.0430617,negative,1.0,Cell Phones & Accessories
-3.8587105,6.477552,positive,4.0,Amazon Home
2.0294077,2.4172144,neutral,3.0,All Electronics
2.4430866,3.1913044,negative,1.0,All Electronics
0.062408693,5.3285713,positive,5.0,All Electronics
2.3146944,5.9645104,negative,1.0,All Electronics
-0.8975581,4.918052,positive,4.0,Computers
1.3319472,6.7528286,negative,1.0,Amazon Devices
0.92146266,5.1940117,neutral,3.0,Industrial & Scientific
2.1908007,7.624447,negative,1.0,Cell Phones & Accessories
-3.6710525,6.081166,negative,2.0,Cell Phones & Accessories
1.697112,2.8148658,positive,5.0,Automotive
2.6141012,4.4269743,positive,5.0,Computers
2.5376122,2.044556,neutral,3.0,All Electronics
2.221554,5.734642,neutral,3.0,Camera & Photo
-0.32255605,2.025279,neutral,3.0,All Electronics
-1.6418403,4.1693897,neutral,3.0,All Electronics
1.5130122,3.3168852,negative,2.0,
2.630168,6.0378985,positive,5.0,Sports & Outdoors
0.7966426,5.5917153,negative,1.0,All Electronics
0.86084366,8.268233,neutral,3.0,Cell Phones & Accessories
2.5249486,7.9813805,neutral,3.0,Computers
-1.5384697,6.271103,negative,2.0,Computers
2.8847787,8.002276,positive,4.0,Computers
3.3034422,2.3836713,positive,4.0,All Electronics
-3.61857,5.974933,positive,5.0,Car Electronics
-0.4681293,7.7954955,neutral,3.0,Amazon Devices
3.9467592,7.3473215,neutral,3.0,
1.3189743,5.450709,negative,1.0,
-0.8451379,2.2174408,positive,5.0,Amazon Devices
-0.7365841,8.440793,positive,5.0,Camera & Photo
2.7164876,1.8610325,positive,4.0,Home Audio & Theater
3.05344,2.2951443,neutral,3.0,All Electronics
2.131222,8.797228,negative,1.0,All Electronics
-3.537167,6.8114886,positive,5.0,Computers
-0.6367809,2.1056366,neutral,3.0,Amazon Devices
2.2252648,2.6946113,neutral,3.0,Cell Phones & Accessories
-1.3168055,6.2441225,negative,1.0,Computers
3.2016218,8.477693,neutral,3.0,Cell Phones & Accessories
2.9772074,8.140444,neutral,3.0,Computers
3.0130444,8.635218,neutral,3.0,All Electronics
1.2458317,4.53944,negative,1.0,Home Audio & Theater
-0.90313476,3.175184,positive,5.0,Cell Phones & Accessories
2.6689012,2.8461437,negative,1.0,All Electronics
-1.2441875,8.325829,neutral,3.0,Camera & Photo
3.0538814,6.215219,positive,5.0,Cell Phones & Accessories
0.7337905,2.529025,positive,5.0,GPS & Navigation
9.590426,6.4439435,neutral,3.0,Cell Phones & Accessories
0.8305669,4.267219,positive,5.0,Cell Phones & Accessories
1.8490381,8.384021,neutral,3.0,All Electronics
0.0464773,6.3611765,negative,2.0,Computers
1.3628201,6.979482,neutral,3.0,Amazon Devices
1.0175911,4.289853,negative,1.0,Cell Phones & Accessories
2.4264038,2.1133325,positive,4.0,Computers
-4.101322,6.320942,neutral,3.0,All Electronics
-0.5003775,5.7629194,neutral,3.0,Computers
1.1940029,6.922567,negative,1.0,Computers
-1.3040017,7.0138245,negative,1.0,Computers
3.1291919,7.0143595,neutral,3.0,Amazon Home
2.6379201,6.3624535,positive,5.0,All Electronics
1.1910123,1.8678011,neutral,3.0,All Electronics
-0.14564657,4.1345963,neutral,3.0,Computers
0.40000355,6.604215,negative,1.0,Computers
0.3732016,3.3400016,negative,1.0,Computers
-3.9193506,5.797974,negative,1.0,All Electronics
-0.51671696,5.134086,negative,1.0,Amazon Devices
3.8524578,7.4480414,positive,4.0,Computers
-2.260732,4.2876844,negative,1.0,All Electronics
0.27611747,6.4307137,neutral,3.0,Amazon Home
3.9632022,7.2495775,neutral,3.0,
-0.48421174,6.29284,positive,5.0,Apple Products
-3.7446263,6.4030933,positive,4.0,Amazon Home
-1.8066837,4.012946,negative,1.0,All Electronics
2.5129151,5.242357,neutral,3.0,Pet Supplies
0.08840766,4.742592,neutral,3.0,Cell Phones & Accessories
0.9604183,2.204066,neutral,3.0,Cell Phones & Accessories
0.948786,2.5964084,positive,5.0,Home Audio & Theater
0.018690603,2.1200464,positive,5.0,Amazon Devices
-1.7289256,5.561598,neutral,3.0,All Electronics
3.3896089,7.950734,neutral,3.0,Cell Phones & Accessories
0.23110878,8.371491,positive,5.0,Cell Phones & Accessories
-1.1768802,3.7401416,neutral,3.0,Amazon Devices
2.5761693,6.3727136,neutral,3.0,Industrial & Scientific
1.9614897,8.845659,neutral,3.0,Computers
1.5116711,6.82327,negative,2.0,Cell Phones & Accessories
2.6157863,2.9590838,negative,1.0,All Electronics
-0.33612213,6.3611107,neutral,3.0,All Electronics
-4.0572515,6.1774716,neutral,3.0,All Electronics
3.5513585,8.262208,positive,4.0,Computers
1.5009861,6.364553,neutral,3.0,Amazon Devices
1.662366,1.9237541,negative,1.0,Amazon Devices
-1.4490299,6.450102,negative,1.0,Computers
2.9581673,2.627665,negative,1.0,Cell Phones & Accessories
-3.7656746,5.9993,negative,1.0,All Electronics
-0.41059843,5.839889,negative,1.0,Computers
1.6103617,2.3007984,neutral,3.0,All Electronics
-1.4998294,6.376445,negative,1.0,Computers
2.0303967,2.7300508,neutral,3.0,All Electronics
9.582253,6.4062657,positive,5.0,Camera & Photo
2.9001858,7.60366,negative,2.0,Cell Phones & Accessories
-0.9815952,5.0423613,negative,1.0,Computers
-0.24712229,7.1389003,neutral,3.0,Computers
-3.8317773,6.4482594,positive,4.0,All Electronics
3.0320854,2.0439448,negative,2.0,
-0.24241427,8.898291,neutral,3.0,Camera & Photo
2.56056,2.0554447,neutral,3.0,All Electronics
2.9949107,7.450283,positive,5.0,Computers
2.5675752,5.8339834,positive,4.0,All Electronics
-3.8810492,6.503686,neutral,3.0,Camera & Photo
0.8330853,4.1506596,negative,2.0,Cell Phones & Accessories
2.82053,6.469017,positive,5.0,Tools & Home Improvement
-1.2818375,7.0425053,neutral,3.0,Computers
1.1311367,1.6219758,positive,5.0,Home Audio & Theater
2.2583246,8.220849,negative,1.0,Computers
-1.3847604,7.9515004,neutral,3.0,Camera & Photo
2.1474884,1.7823342,positive,4.0,Home Audio & Theater
0.08497823,9.129502,positive,5.0,Camera & Photo
1.0973037,4.3083735,negative,2.0,Cell Phones & Accessories
0.5630129,5.718825,neutral,3.0,
1.7213218,7.9266524,neutral,3.0,Computers
1.3068095,1.4489774,negative,2.0,Home Audio & Theater
2.9110625,8.464836,neutral,3.0,Computers
-0.90028495,8.764432,positive,5.0,Camera & Photo
4.01973,7.230368,positive,4.0,
2.5176358,2.0385222,neutral,3.0,All Electronics
1.8592999,5.5694613,negative,1.0,Computers
2.3684592,8.345424,neutral,3.0,Computers
3.1190012,7.91839,positive,5.0,All Electronics
-2.1552691,4.1704884,positive,5.0,Home Audio & Theater
0.9050343,2.5707946,positive,5.0,Home Audio & Theater
2.0014086,2.6660585,positive,4.0,All Electronics
1.977341,4.202031,negative,1.0,All Electronics
2.3931208,1.9144133,neutral,3.0,Cell Phones & Accessories
2.2431686,2.2923496,negative,1.0,Home Audio & Theater
1.4576836,1.5230578,positive,4.0,Car Electronics
2.945512,7.6141925,positive,4.0,Cell Phones & Accessories
3.2892947,8.026923,negative,2.0,All Electronics
2.114835,6.048361,negative,1.0,All Electronics
-0.0074625467,7.3372483,negative,1.0,Computers
2.6314347,6.433504,negative,2.0,Camera & Photo
-3.0781853,6.739822,positive,5.0,Amazon Devices
1.0929413,4.195275,positive,4.0,All Electronics
2.468815,2.9406972,neutral,3.0,All Electronics
-0.57827824,7.7838073,neutral,3.0,All Electronics
0.4495777,5.6834493,negative,1.0,Computers
-0.63392574,4.9177966,positive,5.0,All Electronics
2.9337053,7.5870266,neutral,3.0,Computers
4.0480027,5.26869,neutral,3.0,Cell Phones & Accessories
9.589428,6.437037,negative,1.0,All Electronics
2.6359804,2.8641346,negative,2.0,Cell Phones & Accessories
0.9823954,2.0986152,neutral,3.0,Computers
0.49118152,4.2008643,neutral,3.0,Tools & Home Improvement
1.0458803,2.0402522,negative,1.0,All Electronics
2.314121,7.4894705,neutral,3.0,Computers
0.25205618,5.0049953,negative,1.0,
-1.2686247,6.4750004,negative,2.0,All Electronics
1.0246291,7.2299743,positive,5.0,Computers
-0.14247927,4.5267134,negative,1.0,
0.44304737,2.2020128,negative,2.0,Home Audio & Theater
1.0689769,1.9390755,positive,5.0,Sports & Outdoors
-0.9531094,4.8810697,negative,1.0,Computers
0.82172465,8.8737,neutral,3.0,Home Audio & Theater
1.218613,1.4833084,positive,5.0,All Electronics
-1.340494,8.637037,negative,1.0,Camera & Photo
-3.8323865,6.181089,neutral,3.0,Home Audio & Theater
0.80973244,2.4649673,neutral,3.0,All Electronics
-1.970959,4.109101,neutral,3.0,Home Audio & Theater
1.5042179,5.1344466,negative,1.0,All Electronics
-0.13059671,9.138684,negative,1.0,Camera & Photo
-0.936256,4.690407,neutral,3.0,All Electronics
2.6111035,2.797749,negative,1.0,All Electronics
-0.22740683,1.9664592,neutral,3.0,Amazon Devices
0.595613,5.4128923,negative,1.0,All Electronics
0.93016803,5.2746735,negative,1.0,Cell Phones & Accessories
1.716558,6.896272,neutral,3.0,Amazon Devices
-0.91117764,4.8324995,neutral,3.0,All Electronics
1.388703,1.9877865,neutral,3.0,Home Audio & Theater
1.4573579,3.9888823,negative,1.0,All Electronics
2.4162555,2.660282,negative,1.0,All Electronics
0.22268784,6.2020354,positive,5.0,Computers
-3.2203507,5.9951386,neutral,3.0,Cell Phones & Accessories
4.0303288,4.8331003,positive,5.0,Cell Phones & Accessories
-0.15617801,6.1927314,negative,1.0,All Electronics
-2.2332013,4.521337,neutral,3.0,All Electronics
0.6516498,4.033213,positive,5.0,Cell Phones & Accessories
1.5362988,2.2399182,neutral,3.0,Home Audio & Theater
-3.58206,6.89372,positive,5.0,Home Audio & Theater
3.028576,6.8911977,negative,1.0,AMAZON FASHION
2.762807,5.7135644,negative,1.0,All Electronics
2.4828556,2.247414,positive,5.0,All Electronics
0.836186,8.907547,positive,5.0,All Electronics
0.9058734,5.3802576,negative,1.0,All Electronics
2.542153,2.764646,neutral,3.0,All Electronics
0.655999,4.9462423,neutral,3.0,Home Audio & Theater
1.4265116,4.8280687,negative,1.0,Computers
3.0359833,2.3261976,neutral,3.0,All Electronics
1.8188696,5.574254,negative,1.0,Computers
1.9722184,3.1175463,negative,2.0,All Electronics
-1.2808685,7.69825,negative,1.0,Car Electronics
3.0398576,1.9532505,neutral,3.0,Sports & Outdoors
-2.3205254,4.2885795,negative,2.0,All Electronics
-2.2343183,4.295569,neutral,3.0,All Electronics
1.3882931,4.1208024,positive,5.0,Computers
-0.7217099,9.118217,positive,5.0,Camera & Photo
2.5050817,5.6582823,positive,5.0,All Electronics
1.1729629,8.309239,negative,2.0,Amazon Home
1.7264863,4.550062,neutral,3.0,Computers
-0.6093899,6.3399854,neutral,3.0,Computers
-0.30680534,6.436245,neutral,3.0,Computers
1.9402456,3.9910786,neutral,3.0,Camera & Photo
-1.1681209,8.120645,positive,4.0,All Electronics
2.607387,6.032706,neutral,3.0,Cell Phones & Accessories
1.027707,7.200722,negative,2.0,Computers
2.028077,7.2697015,positive,5.0,Amazon Devices
0.66117656,4.3994575,negative,1.0,All Electronics
3.986093,5.6424866,negative,2.0,Cell Phones & Accessories
1.5152428,2.7548118,negative,1.0,Industrial & Scientific
1.6499702,4.6440167,positive,5.0,Computers
3.879982,6.9003854,neutral,3.0,Computers
-0.89338505,6.254207,negative,2.0,Computers
-0.18319413,7.2176046,negative,1.0,Computers
0.55429375,2.1737132,positive,5.0,All Beauty
-0.23794447,7.0837474,negative,1.0,All Electronics
-0.26176783,6.1631207,negative,1.0,Computers
1.0899247,7.5812187,neutral,3.0,Computers
-2.305935,4.2698236,neutral,3.0,Apple Products
2.0016193,6.3089395,neutral,3.0,Office Products
3.203864,6.503956,neutral,3.0,All Electronics
1.6867068,6.4081755,negative,1.0,All Electronics
0.3131357,4.268173,positive,4.0,Computers
-0.30747575,4.4292917,negative,1.0,Computers
0.145788,3.2532876,positive,5.0,Computers
-0.022019712,4.658332,positive,5.0,Computers
0.62358403,7.7810316,neutral,3.0,Amazon Devices
2.465227,6.494269,neutral,3.0,All Electronics
-1.5904717,4.508081,neutral,3.0,All Electronics
-3.6671228,6.805383,positive,5.0,All Electronics
-0.9686218,4.82464,neutral,3.0,All Electronics
3.3778753,8.01614,negative,1.0,All Electronics
2.1384783,5.058686,negative,1.0,Camera & Photo
1.8482699,8.343288,neutral,3.0,Cell Phones & Accessories
0.12001575,6.4222236,negative,1.0,Computers
1.4792788,6.9678216,negative,1.0,Amazon Devices
2.8426695,2.1536427,neutral,3.0,All Electronics
-1.2124851,4.1092777,negative,1.0,Amazon Devices
3.0797775,8.118652,neutral,3.0,Computers
9.565465,6.415929,negative,1.0,Car Electronics
-0.69351965,9.191205,negative,2.0,Camera & Photo
-3.6881766,5.746585,negative,2.0,All Electronics
-1.2780614,7.1230135,negative,1.0,Computers
0.75603336,7.084661,neutral,3.0,Computers
1.924903,8.355033,neutral,3.0,Amazon Devices
2.3000762,5.72929,positive,5.0,Office Products
2.087091,3.173849,negative,1.0,Musical Instruments
1.017994,2.7347188,negative,1.0,Home Audio & Theater
-0.038958725,4.059861,positive,4.0,All Electronics
0.020496605,7.520542,positive,5.0,Computers
0.39505422,2.5376594,negative,1.0,GPS & Navigation
-0.5481313,7.1074457,negative,1.0,Cell Phones & Accessories
2.2552085,8.901905,negative,2.0,Cell Phones & Accessories
2.8164666,8.566326,positive,5.0,Computers
2.3202615,6.971325,negative,2.0,Car Electronics
2.5158408,8.307986,neutral,3.0,Camera & Photo
-3.6214638,6.7999725,positive,5.0,Computers
3.4146404,8.12573,negative,1.0,Computers
0.8837819,2.993086,negative,2.0,All Electronics
0.14264074,4.1011667,positive,5.0,Computers
-3.497075,6.725803,positive,5.0,Amazon Devices
1.4395524,7.7811165,negative,1.0,Computers
-3.8727052,5.986014,negative,2.0,Computers
2.51715,6.231393,neutral,3.0,Office Products
-1.6499106,4.280966,positive,4.0,All Electronics
0.718917,5.3681803,neutral,3.0,Computers
3.2168453,2.252107,neutral,3.0,All Electronics
-0.45253792,4.7238626,positive,5.0,Computers
1.6693323,1.3728306,neutral,3.0,Car Electronics
0.4517175,6.7473803,negative,1.0,Computers
1.9454798,5.73779,positive,5.0,Computers
2.351522,5.7675633,positive,5.0,Computers
3.4387105,6.2271733,positive,4.0,All Electronics
1.2265474,3.0148816,negative,1.0,Computers
-1.1519114,6.116978,positive,5.0,Computers
-1.1688584,8.466723,neutral,3.0,All Electronics
-1.5293335,6.296069,negative,1.0,Computers
-0.37967435,4.207316,positive,5.0,Home Audio & Theater
0.99464935,4.0997086,positive,5.0,All Electronics
1.2613603,3.8942938,neutral,3.0,All Electronics
2.3555684,6.2529674,neutral,3.0,Automotive
0.9427706,4.9157786,positive,5.0,All Electronics
2.4843266,2.040785,positive,4.0,Computers
0.48650905,4.0541234,positive,5.0,Computers
-1.3738075,6.5045195,neutral,3.0,Computers
-0.49521753,4.3039804,positive,5.0,Industrial & Scientific
3.9568236,7.4021063,neutral,3.0,Computers
1.4706783,2.173773,negative,1.0,Home Audio & Theater
1.9918836,8.579096,positive,5.0,All Electronics
3.4310353,6.4266315,neutral,3.0,Cell Phones & Accessories
2.3578784,8.006857,positive,5.0,Amazon Devices
0.4425041,2.1048067,neutral,3.0,Cell Phones & Accessories
0.6194756,6.281215,positive,5.0,Computers
1.095753,4.1543064,positive,5.0,All Electronics
-1.3486927,4.0964303,positive,5.0,Amazon Devices
2.2722805,6.9710937,neutral,3.0,Camera & Photo
1.4984862,3.783674,positive,5.0,All Electronics
-0.6504754,6.6142097,positive,5.0,Computers
1.7146143,3.4489474,positive,4.0,Home Audio & Theater
3.1962426,7.654157,positive,5.0,Computers
0.96344084,1.735014,negative,2.0,Home Audio & Theater
-3.4727707,6.759225,positive,5.0,Computers
2.496056,8.361957,neutral,3.0,Computers
1.2622224,5.499352,negative,1.0,Computers
2.4839542,2.0956397,positive,5.0,All Electronics
1.7883366,6.4330206,negative,1.0,All Electronics
2.1052897,1.5927461,negative,2.0,All Electronics
1.757545,6.9446025,neutral,3.0,Amazon Devices
9.566277,6.4358735,neutral,3.0,Camera & Photo
4.0762067,5.477528,positive,5.0,Health & Personal Care
-3.6133118,5.647904,negative,1.0,All Electronics
2.5142672,2.5057821,negative,1.0,All Electronics
1.6272012,5.6077313,positive,5.0,Cell Phones & Accessories
1.7333691,3.2280412,negative,2.0,All Electronics
1.3563266,4.33635,negative,2.0,Camera & Photo
1.5689447,4.6439466,neutral,3.0,All Electronics
2.6333425,2.1480916,neutral,3.0,Home Audio & Theater
1.3803736,2.206193,neutral,3.0,All Electronics
1.9361084,6.3410788,positive,5.0,Office Products
1.2873647,5.5141377,neutral,3.0,Computers
4.00329,4.9059935,neutral,3.0,AMAZON FASHION
-0.95612353,8.679302,positive,5.0,Camera & Photo
1.2182083,7.0490675,positive,4.0,Computers
0.4554501,7.387952,neutral,3.0,Home Audio & Theater
1.1589087,5.9600043,negative,2.0,Camera & Photo
2.7880182,8.434815,positive,5.0,Cell Phones & Accessories
0.16658607,2.3391173,positive,5.0,All Electronics
1.2501677,7.746805,neutral,3.0,All Electronics
-0.058370717,4.0316267,positive,5.0,Industrial & Scientific
-1.3655488,4.106452,neutral,3.0,All Electronics
2.4488707,1.7494355,positive,5.0,All Electronics
3.4923325,6.1899886,neutral,3.0,Computers
0.11473194,4.199808,positive,5.0,Tools & Home Improvement
-1.4592327,8.620603,negative,1.0,All Electronics
-0.13920316,8.907778,negative,2.0,Camera & Photo
2.4705431,5.7993364,neutral,3.0,All Electronics
-0.5155688,9.305602,neutral,3.0,Camera & Photo
-1.4092956,4.4701915,positive,5.0,All Electronics
1.5502787,6.4742975,negative,1.0,Amazon Devices
1.2816355,7.809947,positive,5.0,Computers
1.9835265,5.589121,positive,5.0,All Electronics
2.3908706,5.517371,neutral,3.0,All Electronics
2.7154658,5.9858932,neutral,3.0,Computers
2.3078265,2.0261526,neutral,3.0,Automotive
3.013075,2.2015786,positive,5.0,All Electronics
2.2870953,2.991022,neutral,3.0,All Electronics
3.0008857,8.080836,negative,2.0,Cell Phones & Accessories
3.2823267,2.1867642,negative,1.0,All Electronics
3.1732035,8.019686,positive,5.0,All Electronics
0.080431215,4.088108,positive,5.0,All Electronics
0.36249506,5.5256877,negative,1.0,All Beauty
1.4316156,2.7160687,positive,5.0,All Electronics
2.9434829,6.816501,positive,5.0,Camera & Photo
2.4076219,8.305944,neutral,3.0,Cell Phones & Accessories
1.1373801,8.447584,positive,4.0,Camera & Photo
1.2558391,6.0394106,negative,1.0,Amazon Home
0.57168275,4.1838503,positive,5.0,Computers
1.722595,7.9654613,positive,5.0,All Electronics
1.7472259,6.4909616,neutral,3.0,All Electronics
-0.06442204,2.4904912,positive,5.0,Home Audio & Theater
4.093165,5.4652605,neutral,3.0,Sports & Outdoors
-0.5014607,9.15194,negative,2.0,Camera & Photo
1.1631347,2.286114,negative,1.0,Cell Phones & Accessories
1.5690432,3.1857557,neutral,3.0,All Electronics
1.1823401,2.6614141,negative,1.0,All Electronics
-1.2611154,7.144351,negative,1.0,Camera & Photo
-1.9998899,4.6764536,negative,1.0,All Electronics
0.69101644,4.967414,neutral,3.0,Amazon Devices
3.9683714,5.560704,negative,1.0,Cell Phones & Accessories
1.122017,2.376374,positive,4.0,All Electronics
-0.7419221,4.380473,neutral,3.0,Car Electronics
0.7957406,6.0911827,positive,5.0,All Electronics
-0.5110876,8.410751,positive,5.0,Camera & Photo
2.489077,1.8182869,neutral,3.0,Cell Phones & Accessories
0.88706255,5.6029124,neutral,3.0,All Electronics
1.0220337,6.7457275,neutral,3.0,Computers
